sdg,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
1,6.437743504000483,5.911958798633101,6.2924821290059105,6.802825710829516,7.514279445728234,8.099311490409445,8.872575455533196,10.529469027117186,11.370183545731688,12.163098771445274,13.922995158195794,14.833200405535491,15.735038420624797,16.28214465939281
2,23.144223070307113,21.25398334571782,22.6219963515376,24.456723953357283,27.01445927388798,29.11769810857685,31.89764634508754,37.854316473474626,40.876755056988976,43.72735120894104,50.05432502053675,53.326588550623555,56.568771185197235,58.53566359483349
3,35.869032171779644,32.93952923328374,35.05968260235994,37.90315257653908,41.86714351372957,45.12675353378589,49.435131154774695,58.66680818375694,63.350998552125425,67.7688666642894,77.57444218560772,82.64581250029364,87.67056329331155,90.71886294482088
5,1.4050221669834813,1.2902709089311857,1.3733192183110081,1.4847004879739474,1.6399735689369777,1.7676554175011499,1.9364184338054309,2.2980315044351176,2.48151544318232,2.6545673002459025,3.0386604896440286,3.2373106142136483,3.43413461029884,3.5535392421681187
6,18.617522495244113,17.09698838670909,18.197436340060857,19.673315754796814,21.73079224567773,23.422665686351905,25.658893218018413,30.450518314920995,32.88180832401463,35.1748659834835,40.26436831442697,42.89662085091056,45.50467591283683,47.08687046613371
7,25.29156113831014,23.225943579436592,24.7208818398219,26.725836820276637,29.52088070826138,31.819259591596946,34.857133473622,41.3664678451062,44.66933050718502,47.78440707029605,54.69840217353875,58.27426872479191,61.8172634528841,63.96664558939724
8,14.865574090917056,13.651469880543841,14.530146975626048,15.708595654531697,17.351433428640657,18.702347331992808,20.487912842367724,24.313892261063142,26.255209736356672,28.086152523738132,32.149978631957545,34.251759098026376,36.33421855342171,37.59755691459669
9,42.08966170646202,38.65210623914757,41.13994972605494,44.47655185996594,49.12800263663604,52.95291439846228,58.00847752887148,68.84116911843942,74.33772076859552,79.52176290874122,91.02788201875612,96.97876075758253,102.87493492878842,106.45188957026039
11,44.15650962805227,40.550150134169016,43.160161249222625,46.660610012116834,51.54047415635421,55.553211398468946,60.857032170420325,72.22167210999578,77.98813651053861,83.42674536109224,95.49788204083622,101.74098364043918,107.92669435903004,111.67929833971287
13,0.4023707870841336,0.369508277789688,0.3932916844834834,0.4251890952104089,0.4696562596923821,0.5062218364572126,0.5545522537963467,0.6581111436618103,0.7106573444164328,0.7602160016172222,0.8702127565179556,0.9271022553854698,0.9834687868771925,1.017663931150171
14,0.8215522803767387,0.7544542943489698,0.8030147580595955,0.868142225962328,0.9589343549008882,1.0335931868507233,1.1322732248929053,1.3437176061781344,1.4510053428648126,1.552193175437768,1.7767822552703534,1.892938047450971,2.0080260557518055,2.077844988082504
15,3.632831096891022,3.3361297718473386,3.550859822339697,3.838847691535705,4.240322408652538,4.570457121735616,5.006811471184486,5.941799714712476,6.416216541809212,6.863660135574743,7.856773066700456,8.370403646271429,8.879312580518192,9.1880456880526
16,88.59049154059427,81.35511077960592,86.59153389268006,93.61442766597901,103.40482022261051,111.45551009136666,122.09647997753456,144.89717339532334,156.46633771556859,167.37773074518168,191.59585715327174,204.1212909818398,216.53158241347393,224.0603711244975
17,30.155751519446078,27.692864807987135,29.47531653054238,31.865873755050217,35.198473451489754,37.93888722525335,41.56101910682385,49.32225886541404,53.26034339866322,56.97452593913658,65.21825265888563,69.48184645590712,73.70624636822484,76.26900764953011
