sdg,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
2,23.952629517154655,17.40150178496581,21.79829358870328,14.225539170790336,13.632177281305243,11.127808355873604,6.412302795816085,8.921175445028945,4.265183740741619,15.250481442801561,15.343704749482885,16.991974090139035,21.683499105939717,16.445716263622778
3,42.02176087538311,29.35960579615154,27.08222106673141,23.635582816302843,26.017764597641182,21.989991663768595,18.433650209552322,9.729577406203873,6.9670680070938955,38.00120086476339,19.34534020839039,28.174638255391223,51.77780517632616,30.871369941823843
4,45.722685669162175,33.490447372708864,31.183797268132658,25.506935653496694,27.645281202238753,19.0855474985459,7.955043436599454,3.99168626750294,2.3080360296390037,12.817197831610544,19.528829009975258,27.804452036196864,34.57774973316971,29.812495507181485
5,2.303928902318356,1.1728261037518841,1.1166013213253974,1.079282767387044,0.9652932522482774,0.7181278142436645,0.34783186640691977,0.3565449962424253,0.2852019556026606,0.9456080950808059,1.2417114540373855,1.2202563857030144,2.0366397218330317,1.7762547450110833
6,17.689857693140297,13.081344928570447,11.87697202883931,9.870221890036294,10.795869414321128,7.446550907047943,2.821778898858145,1.6340620033466613,7.197591226722765,5.553512338002651,8.437061572681449,12.320701969773678,14.546936063415835,13.398497854511072
7,23.707840151326135,17.49619198156878,16.084581426651845,13.316836892801057,14.651817102459962,10.005383382765803,3.6945345137129313,1.9333428641569264,1.0012919522836157,5.163033645836477,11.146831452706234,13.593916632872135,16.507087361464208,15.252721719262237
8,14.434683418921551,10.701837788562338,9.618068146602626,7.9925716272651375,8.716741622226323,5.912041766908004,2.386129855022439,1.4200921124172818,0.8198598897274435,3.8463266087933263,6.4618858411547695,8.542646578302625,10.711287406797595,10.136050016117206
9,39.68254453153703,29.44872884740102,27.029836446198473,22.35463798200248,24.477052458061003,16.719930953104956,6.6940601798976,3.8353418807627344,1.8757891008248049,10.155034999694191,17.54269473205005,23.303808296285556,29.58556555287798,26.500145060619232
11,41.62368573184767,30.684442217165856,28.352759314471726,23.60002982084786,26.112578785592156,17.526819606728132,6.730560082783301,3.788742023091221,2.0715454842086007,10.324704882398674,18.9276139742625,24.87070139410036,30.73340690863513,27.357366867179955
13,0.3770966361263845,0.2779199784176019,0.28084662564303253,0.21178992448713985,0.23310001100720865,0.15851456812615128,0.05877246762696318,0.030628186934400184,0.017461280851310528,0.08134156204234097,0.1557686373319642,0.21846221688541034,0.2624475901783057,0.2423531083917211
15,3.4823056592122095,2.7039522425385694,2.377133193363951,2.152291318751122,2.12800782030471,1.443989120218101,0.5464402318710498,0.29093143429347873,0.19270934265099066,0.753214089707531,1.4911796157003723,2.0333017251707752,2.4279515119924358,2.2027281190826264
16,86.5202442504253,66.92137100897249,59.473673986256884,49.83737755709868,54.35019122956121,36.554406031128096,16.528613752429,12.995176862917258,6.368147043621292,27.97695383810092,43.30070998447014,56.34226683177863,68.65719462568936,61.97681088925267
17,28.487797098699197,20.869056157643193,19.223937568621064,15.934054507271647,17.734429446360966,11.933699662002134,4.672148227727049,2.719149519229484,1.3728099441144583,6.47807559376435,11.916062404331653,16.58844447412584,20.044224772438735,18.51291096878656
